location,sqft,bath,price,bhk
akshaya nagar,1092.0,2.0,60.0,2
chandapura,645.0,1.0,16.45,1
frazer town,1315.0,2.0,140.0,2
hormavu,1141.0,2.0,44.4,2
uttarahalli,1345.0,2.0,67.0,2
kammasandra,870.0,2.0,24.0,2
varthur,1280.0,2.0,65.0,2
hsr layout,1140.0,2.0,46.0,2
other,1200.0,3.0,72.0,3
electronic city,635.0,1.0,28.0,1
channasandra,1030.0,2.0,34.5,2
hulimavu,1315.0,2.0,60.48,2
padmanabhanagar,1258.0,2.0,115.0,2
ananth nagar,850.0,2.0,25.99,2
pai layout,1510.0,2.0,65.0,3
uttarahalli,1175.0,2.0,47.0,2
other,680.0,3.0,60.0,2
ramamurthy nagar,1200.0,2.0,78.0,2
whitefield,1255.0,2.0,77.0,2
hal 2nd stage,2040.0,4.0,500.0,5
mysore road,1070.0,2.0,45.0,2
doddaballapur,1690.0,3.0,80.0,4
jp nagar,1157.0,2.0,73.0,2
hennur road,1891.0,3.0,109.0,3
kasavanhalli,1125.0,2.0,61.2,2
7th phase jp nagar,1130.0,2.0,73.0,2
jakkur,1282.0,2.0,72.0,2
sanjay nagar,1150.0,2.0,70.0,2
margondanahalli,1200.0,2.0,65.0,2
other,1500.0,2.0,203.0,2
kr puram,1142.0,2.0,51.0,2
electronics city phase 1,1175.0,2.0,64.98,2
kammasandra,1080.0,2.0,31.99,2
electronics city phase 1,1450.0,3.0,72.54,3
whitefield,1230.0,4.0,80.0,4
whitefield,4827.0,4.0,400.0,4
malleshpalya,1245.0,2.0,55.0,2
bannerghatta road,1302.5,2.0,67.73,2
devanahalli,2400.0,5.0,100.0,5
other,600.0,2.0,55.0,2
rajaji nagar,2409.0,3.0,360.0,3
other,2400.0,3.0,260.0,3
begur road,1200.0,2.0,45.0,2
whitefield,877.0,1.0,59.0,1
jalahalli,1200.0,4.0,90.0,4
kengeri satellite town,1120.0,2.0,49.0,2
bommenahalli,1232.0,3.0,96.0,3
horamavu agara,1107.83,2.0,41.51,2
beml layout,999.0,2.0,45.0,2
gottigere,1460.0,2.0,65.0,3
old airport road,2774.0,4.0,197.0,4
kr puram,1290.0,2.0,49.02,2
hoodi,1400.0,2.0,82.0,2
raja rajeshwari nagar,1570.0,3.0,88.0,3
hennur,1255.0,2.0,56.5,2
anandapura,1141.0,2.0,42.75,2
subramanyapura,1200.0,2.0,52.0,2
hennur road,1586.0,3.0,93.94,3
other,1810.0,4.0,148.0,3
thigalarapalya,2072.0,4.0,159.0,3
electronic city phase ii,1252.0,2.0,67.0,2
other,2000.0,3.0,175.0,3
gottigere,1222.0,2.0,63.0,2
bellandur,1685.0,3.0,115.0,3
other,1370.0,2.0,75.0,2
other,1100.0,2.0,61.0,2
abbigere,1020.0,2.0,41.82,2
nagarbhavi,1100.0,2.0,46.2,2
thanisandra,2072.0,3.0,122.0,3
hoodi,1305.0,2.0,75.0,2
sarjapur  road,2140.0,3.0,139.0,3
sector 2 hsr layout,1665.0,3.0,110.0,3
7th phase jp nagar,1140.0,2.0,57.0,2
ambalipura,1332.0,2.0,79.0,2
thanisandra,2127.0,3.0,135.0,3
jakkur,1650.0,3.0,111.0,3
marathahalli,1950.0,3.0,115.0,3
dasarahalli,1333.0,2.0,78.56,2
other,1044.0,2.0,60.0,2
lingadheeranahalli,2236.0,4.0,153.0,4
gottigere,1613.0,3.0,72.0,3
harlur,1197.0,2.0,77.0,2
haralur road,1194.0,2.0,46.0,2
talaghattapura,2038.5,3.0,122.0,3
9th phase jp nagar,1079.0,2.0,60.0,2
rajaji nagar,1350.0,4.0,230.0,4
uttarahalli,1025.0,2.0,35.88,2
benson town,1688.0,2.0,280.0,2
electronic city,1108.0,2.0,63.0,2
green glen layout,1751.0,2.0,115.0,3
kambipura,883.0,2.0,45.0,2
kumaraswami layout,3100.0,7.0,145.0,7
koramangala,1100.0,2.0,85.0,2
uttarahalli,1689.28,3.0,91.2,3
hosa road,1161.0,2.0,55.15,2
kaggadasapura,1500.0,2.0,75.0,3
bannerghatta road,1160.0,2.0,45.0,2
bisuvanahalli,1075.0,2.0,42.0,3
raja rajeshwari nagar,1306.0,2.0,55.91,2
other,1245.0,2.0,120.0,2
neeladri nagar,1100.0,2.0,30.0,2
lakshminarayana pura,1145.0,2.0,75.0,2
cox town,1650.0,3.0,100.0,3
bharathi nagar,1300.0,2.0,55.86,2
mahadevpura,1400.0,2.0,65.8,3
other,703.0,2.0,60.0,2
cooke town,1710.0,2.0,200.0,2
6th phase jp nagar,1140.0,2.0,65.0,2
malleshwaram,12000.0,7.0,2200.0,7
panathur,1255.0,2.0,79.0,2
epip zone,1330.0,2.0,92.5,2
uttarahalli,1328.0,2.0,56.0,3
kr puram,700.0,1.0,21.5,1
thanisandra,1492.0,3.0,88.0,3
other,2180.0,3.0,273.0,3
sanjay nagar,1575.0,2.0,90.0,2
sarjapur  road,1489.0,3.0,88.0,3
chikka tirupathi,3250.0,4.0,136.0,4
sanjay nagar,1800.0,3.0,180.0,3
yeshwanthpur,1362.0,2.0,100.0,2
kannamangala,1536.0,3.0,104.0,3
other,2400.0,6.0,125.0,8
begur road,1600.0,3.0,58.14,3
frazer town,1870.0,3.0,185.0,3
other,1750.0,2.0,225.0,4
hennur road,950.0,2.0,55.0,2
other,1991.0,3.0,160.0,3
5th block hbr layout,1270.0,2.0,70.0,3
electronic city,1128.0,2.0,64.8,2
domlur,640.0,1.0,55.0,1
other,2000.0,3.0,207.0,3
hoskote,1170.0,2.0,45.0,2
sarjapur,1175.0,2.0,42.0,2
vidyaranyapura,945.0,2.0,40.0,2
other,3160.0,4.0,206.0,4
tumkur road,992.0,2.0,60.0,2
kanakpura road,983.0,2.0,50.6,2
sarjapur,2585.5,4.0,139.5,4
hennur road,1305.0,2.0,77.0,3
kanakapura,2200.0,3.0,121.0,3
kothanur,1074.0,2.0,54.0,2
lakshminarayana pura,1185.0,2.0,75.0,2
lakshminarayana pura,1172.0,2.0,82.0,2
koramangala,1580.0,3.0,160.0,3
chandapura,975.0,2.0,24.86,2
yeshwanthpur,1185.0,2.0,75.84,2
other,1130.0,2.0,74.0,2
uttarahalli,1270.0,2.0,55.25,3
other,3500.0,3.0,450.0,4
5th block hbr layout,1206.0,2.0,56.0,2
r.t. nagar,1200.0,2.0,60.0,2
sarjapur  road,1660.0,3.0,116.0,3
hosakerehalli,1596.0,3.0,79.8,3
sarjapur  road,1680.0,3.0,112.0,3
chikka tirupathi,2665.0,5.0,125.0,4
bhoganhalli,2439.0,5.0,170.0,4
kadubeesanahalli,1140.0,2.0,78.0,2
yelachenahalli,1330.0,3.0,73.5,3
6th phase jp nagar,3245.0,4.0,250.0,4
banaswadi,1184.0,2.0,53.0,2
raja rajeshwari nagar,1206.0,2.0,40.7,2
other,540.0,1.0,36.0,1
sarjapur  road,1691.0,3.0,119.0,3
rajaji nagar,2409.0,3.0,395.0,3
sector 7 hsr layout,1163.0,2.0,98.86,2
garudachar palya,1150.0,2.0,52.0,2
sultan palaya,1070.0,2.0,49.0,2
nagarbhavi,1120.0,2.0,53.0,2
thanisandra,663.0,1.0,32.82,1
marathahalli,1200.0,2.0,58.0,2
jalahalli east,750.0,1.0,40.0,1
bommasandra,1035.0,2.0,41.0,2
dodda nekkundi,1252.0,2.0,71.0,3
whitefield,1768.0,3.0,101.0,3
uttarahalli,1050.0,2.0,42.0,2
other,3000.0,3.0,265.0,3
other,1200.0,4.0,150.0,4
jp nagar,1500.0,2.0,87.0,4
7th phase jp nagar,1680.0,3.0,125.0,3
jalahalli,600.0,1.0,37.0,1
yeshwanthpur,670.0,1.0,36.85,1
kathriguppe,1300.0,3.0,77.99,3
hebbal,1255.0,2.0,90.0,3
vijayanagar,2400.0,2.0,230.0,1
malleshwaram,1290.0,2.0,120.0,2
mysore road,1155.0,2.0,51.0,2
electronics city phase 1,1190.0,2.0,68.0,2
choodasandra,1180.0,2.0,71.22,2
other,720.0,1.0,32.39,1
kaval byrasandra,1400.0,3.0,75.0,3
kaggadasapura,1150.0,2.0,45.0,2
sarjapur  road,1145.0,2.0,62.0,2
1st phase jp nagar,2059.0,3.0,225.0,3
other,1353.0,2.0,110.0,3
rajaji nagar,1440.0,2.0,185.0,2
bellandur,1260.0,2.0,83.5,2
bellandur,1200.0,2.0,62.0,2
hebbal,1255.0,2.0,95.0,3
sarjapur  road,2880.0,3.0,211.0,4
btm layout,1458.0,3.0,79.0,3
other,3500.0,5.0,450.0,4
whitefield,1362.0,2.0,85.0,2
bhoganhalli,1447.0,2.0,75.97,2
vijayanagar,1450.0,3.0,100.0,3
thanisandra,1056.0,2.0,65.0,2
other,1620.0,3.0,95.0,3
green glen layout,1600.0,3.0,105.0,3
yelenahalli,1260.0,2.0,47.88,2
begur road,1160.0,2.0,36.54,2
other,1200.0,2.0,67.0,2
sonnenahalli,1268.0,2.0,56.0,2
sarjapur,1200.0,3.0,76.13,3
other,1277.0,2.0,92.0,2
kaggadasapura,1215.0,2.0,43.0,2
bannerghatta road,892.0,2.0,39.0,2
hebbal kempapura,3522.0,3.0,380.0,3
raja rajeshwari nagar,1757.0,3.0,98.0,3
sarjapur,1095.0,2.0,45.0,2
other,1353.0,2.0,110.0,2
hbr layout,1722.0,3.0,95.0,3
kaval byrasandra,1060.0,2.0,45.0,2
seegehalli,800.0,1.0,50.0,2
jakkur,1290.0,2.0,80.0,2
electronics city phase 1,1175.0,2.0,60.0,2
banjara layout,2500.0,4.0,140.0,3
kundalahalli,1397.0,3.0,105.0,3
chikkabanavar,600.0,1.0,25.0,2
horamavu agara,755.0,2.0,37.49,2
padmanabhanagar,4500.0,4.0,360.0,3
bannerghatta road,1215.0,2.0,50.0,2
singasandra,1030.0,2.0,55.0,2
other,1503.0,2.0,93.0,3
hennur,1100.0,2.0,44.55,2
other,1500.0,2.0,88.0,2
dasanapura,814.0,2.0,43.7,2
battarahalli,1779.0,3.0,90.0,3
attibele,418.0,2.0,11.5,1
giri nagar,2400.0,4.0,400.0,4
bhoganhalli,1760.0,3.0,127.0,3
electronic city phase ii,1140.0,2.0,33.06,2
bannerghatta road,1015.0,2.0,48.0,2
bellandur,1250.0,2.0,76.0,2
whitefield,3252.0,4.0,230.0,4
tc palaya,900.0,2.0,55.0,2
other,2500.0,2.0,300.0,3
haralur road,1810.0,3.0,100.0,3
battarahalli,1090.0,2.0,38.37,2
other,1000.0,2.0,80.0,2
yelachenahalli,1365.0,2.0,72.0,3
other,1500.0,3.0,115.0,3
ramagondanahalli,1251.0,2.0,47.0,2
vittasandra,1404.0,2.0,75.0,2
kothanur,1460.0,3.0,71.0,3
hennur,1255.0,2.0,57.5,2
murugeshpalya,1185.0,2.0,85.0,2
malleshwaram,900.0,2.0,95.0,2
akshaya nagar,1662.0,3.0,90.0,3
other,630.0,2.0,70.0,1
other,1143.0,2.0,62.0,2
cunningham road,3875.0,3.0,800.0,3
thigalarapalya,1418.0,2.0,104.0,2
banashankari stage v,1510.0,3.0,47.57,3
hosakerehalli,600.0,2.0,65.0,2
other,3000.0,6.0,300.0,6
sector 7 hsr layout,1162.0,2.0,98.77,2
cv raman nagar,1028.0,2.0,49.0,2
other,900.0,1.0,52.3,1
other,3400.0,3.0,400.0,3
bannerghatta road,1200.0,2.0,65.0,2
begur road,1240.0,2.0,45.88,2
hebbal,687.325,2.0,42.72,2
kalena agrahara,1200.0,2.0,50.0,2
kudlu gate,1850.0,3.0,120.0,3
other,600.0,1.0,52.0,1
raja rajeshwari nagar,1525.0,2.0,99.13,3
other,1499.0,3.0,89.0,3
kaggadasapura,775.0,2.0,29.5,2
whitefield,1216.0,2.0,75.0,2
dodda nekkundi,1100.0,2.0,41.18,2
other,850.0,1.0,50.0,1
other,5720.0,3.0,350.0,3
hsr layout,1372.0,2.0,68.0,2
bommasandra,1365.0,3.0,52.81,3
shampura,2650.0,4.0,150.0,4
old madras road,1100.0,2.0,70.0,2
raja rajeshwari nagar,1030.0,2.0,50.0,2
basaveshwara nagar,1865.0,3.0,145.0,3
gottigere,1110.0,2.0,36.25,2
koramangala,1744.0,3.0,200.0,3
hosa road,1245.0,2.0,62.0,2
shampura,1475.0,3.0,78.0,3
other,1250.0,2.0,70.0,3
kengeri,1200.0,2.0,58.0,2
chandapura,645.0,1.0,16.45,1
tc palaya,1200.0,2.0,70.0,2
kundalahalli,1047.0,2.0,72.0,2
harlur,1756.0,3.0,131.0,3
electronic city,1360.0,2.0,70.5,3
sahakara nagar,1914.0,3.0,179.0,3
uttarahalli,1345.0,2.0,57.0,3
kodichikkanahalli,1070.0,2.0,43.0,2
padmanabhanagar,1020.0,2.0,63.0,2
electronic city,1650.0,3.0,100.0,3
channasandra,1175.0,2.0,38.0,2
hebbal,1420.0,2.0,123.0,2
kalyan nagar,1080.0,2.0,73.0,2
singasandra,1139.7,2.0,45.0,2
indira nagar,3250.0,8.0,600.0,8
sarjapur  road,2180.0,3.0,170.0,3
2nd stage nagarbhavi,1500.0,4.0,220.0,4
kothannur,1215.0,2.0,48.6,3
other,1350.0,2.0,110.0,2
horamavu agara,1200.0,2.0,45.0,2
thanisandra,1261.0,2.0,80.0,3
rayasandra,1179.0,2.0,55.0,3
kalyan nagar,1640.0,3.0,88.0,3
whitefield,630.5,1.0,32.79,1
gottigere,1200.0,2.0,40.0,2
choodasandra,1300.0,2.0,57.0,2
gollarapalya hosahalli,1345.0,3.0,60.0,3
other,2010.0,3.0,125.0,3
hebbal,1088.0,2.0,62.0,2
yeshwanthpur,666.0,1.0,36.8,1
other,1200.0,4.0,165.0,4
whitefield,1346.0,2.0,96.17,2
hennur road,1832.0,3.0,116.0,3
electronic city phase ii,575.0,1.0,16.75,1
gunjur,1140.0,2.0,43.0,2
bommanahalli,1050.0,2.0,54.0,2
electronic city,1500.0,2.0,64.5,3
hebbal,1645.0,3.0,135.0,3
lb shastri nagar,1043.0,2.0,55.0,2
sanjay nagar,1050.0,2.0,59.0,2
koramangala,1260.0,2.0,100.0,2
horamavu agara,1060.0,2.0,37.0,2
other,1600.0,3.0,95.0,3
anandapura,1200.0,2.0,66.0,3
kathriguppe,1335.0,2.0,73.43,3
other,925.0,2.0,51.0,2
kanakpura road,1843.0,3.0,96.2,3
gunjur,1588.0,2.0,90.0,3
raja rajeshwari nagar,1141.0,2.0,38.55,2
mahadevpura,1120.0,2.0,53.0,2
rayasandra,1708.0,3.0,76.0,4
tindlu,1100.0,2.0,55.0,2
horamavu agara,2400.0,3.0,80.0,5
whitefield,3075.0,2.0,188.0,4
haralur road,1027.0,1.0,44.0,2
panathur,1210.0,2.0,69.0,2
jakkur,1396.0,2.0,86.51,3
bommasandra,842.0,2.0,30.0,2
other,1630.0,2.0,130.0,3
benson town,1300.0,2.0,120.0,2
bannerghatta road,1215.0,2.0,65.0,2
chandapura,530.0,1.0,11.66,1
haralur road,1092.0,2.0,44.0,2
other,500.0,1.0,24.0,1
thubarahalli,1216.0,2.0,80.0,2
yeshwanthpur,674.0,1.0,36.85,1
jp nagar,1100.0,2.0,45.0,2
ambalipura,1198.0,2.0,80.0,2
hulimavu,688.0,1.0,50.0,1
other,1350.0,2.0,140.0,3
hebbal,1162.0,2.0,59.0,2
hebbal kempapura,2400.0,5.0,200.0,5
yelahanka,1705.0,3.0,95.0,3
other,648.0,1.0,34.0,1
anandapura,1151.0,2.0,43.16,2
anjanapura,1076.0,2.0,30.13,2
thanisandra,1296.0,2.0,72.0,2
kothanur,1462.0,3.0,71.0,3
kanakpura road,1339.0,2.0,75.0,2
uttarahalli,1075.0,2.0,40.0,2
electronic city,1360.0,2.0,75.0,3
hulimavu,1916.0,2.0,150.0,3
other,2197.0,4.0,280.0,3
other,975.0,2.0,55.0,2
uttarahalli,1075.0,2.0,46.76,2
vidyaranyapura,1188.0,2.0,50.0,2
raja rajeshwari nagar,1168.0,2.0,66.0,2
badavala nagar,1494.0,2.0,94.55,3
other,1864.0,3.0,120.0,3
kaikondrahalli,1645.0,3.0,100.0,3
hennur,1255.0,2.0,52.35,2
sarjapur,900.0,2.0,42.0,3
raja rajeshwari nagar,1196.0,2.0,51.51,2
uttarahalli,1329.0,2.0,56.0,3
7th phase jp nagar,1000.0,2.0,53.0,2
domlur,650.0,1.0,70.0,1
banashankari,1430.0,2.0,87.8,2
thubarahalli,1330.0,2.0,75.0,2
other,1163.0,2.0,68.0,2
ambedkar nagar,1850.0,4.0,120.0,3
marathahalli,1215.0,2.0,67.0,2
other,3210.0,4.0,380.0,3
whitefield,1615.0,3.0,96.9,3
raja rajeshwari nagar,1151.0,2.0,49.0,2
other,1600.0,4.0,120.0,3
sarjapur  road,1278.0,2.0,95.0,2
sompura,2150.0,3.0,85.0,4
bannerghatta road,1532.5,3.0,84.29,3
other,1060.0,2.0,60.0,2
dodda nekkundi,1390.0,2.0,60.0,2
horamavu banaswadi,1272.0,2.0,48.0,2
electronic city phase ii,911.0,2.0,26.5,2
electronic city,435.0,1.0,22.0,1
7th phase jp nagar,1000.0,1.0,60.0,1
other,1200.0,5.0,150.0,4
anekal,420.0,1.0,12.5,1
nagavarapalya,705.0,1.0,55.0,1
whitefield,1639.0,3.0,107.0,3
horamavu agara,1090.0,2.0,46.0,2
balagere,1205.47,2.0,81.0,2
neeladri nagar,2556.0,3.0,133.0,3
nagarbhavi,1212.0,2.0,50.0,2
marathahalli,780.0,1.0,55.0,1
cv raman nagar,1125.0,2.0,46.0,2
harlur,1756.0,3.0,134.0,3
other,1200.0,2.0,80.0,3
other,1350.0,4.0,90.0,4
other,1232.0,2.0,94.28,2
haralur road,1315.0,2.0,85.0,2
panathur,1210.0,2.0,77.93,2
kadugodi,1875.0,2.0,110.0,3
horamavu agara,1756.0,3.0,92.0,3
channasandra,1115.0,2.0,33.45,2
kammasandra,1015.0,2.0,37.0,2
whitefield,1697.0,3.0,94.79,3
attibele,695.0,1.0,25.0,2
iblur village,3596.0,5.0,297.0,4
sarjapur  road,984.0,2.0,59.0,2
btm 2nd stage,1400.0,2.0,90.0,2
haralur road,1520.0,2.0,85.0,3
doddathoguru,850.0,2.0,25.0,2
electronics city phase 1,1170.0,2.0,62.0,2
ngr layout,1021.0,2.0,46.0,2
hosur road,1170.0,2.0,48.0,2
raja rajeshwari nagar,1279.0,2.0,53.76,3
hebbal,2483.0,5.0,230.0,4
marathahalli,1602.0,2.0,104.0,2
pai layout,1006.0,2.0,35.0,2
ardendale,1224.0,2.0,70.0,2
uttarahalli,1180.0,2.0,41.3,2
marathahalli,1595.0,3.0,88.0,3
yelahanka,2317.0,4.0,140.0,3
kundalahalli,1047.0,2.0,91.0,2
tc palaya,1500.0,2.0,100.0,3
other,2100.0,3.0,170.0,3
other,1050.0,2.0,65.0,2
raja rajeshwari nagar,1133.0,2.0,49.07,2
kanakpura road,1507.0,2.0,95.0,3
old airport road,1655.0,2.0,97.65,2
9th phase jp nagar,1073.0,2.0,52.36,2
old madras road,2300.0,3.0,142.0,3
uttarahalli,1125.0,2.0,47.0,2
other,1150.0,2.0,125.0,2
green glen layout,1250.0,2.0,75.0,2
other,1200.0,4.0,80.0,3
other,2204.0,2.0,305.0,3
kammanahalli,1100.0,2.0,60.0,2
harlur,1755.0,3.0,115.0,3
mahalakshmi layout,1575.0,5.0,158.0,4
other,1770.0,3.0,99.0,3
other,560.0,1.0,21.0,1
other,1500.0,3.0,100.0,3
other,1945.0,3.0,135.0,3
margondanahalli,1200.0,2.0,58.5,2
other,2400.0,4.0,300.0,5
doddathoguru,1549.0,3.0,65.0,3
jakkur,1424.0,2.0,80.0,2
whitefield,2842.0,3.0,162.0,3
banashankari stage iii,2100.0,3.0,147.0,4
whitefield,3758.0,3.0,300.0,3
other,1500.0,1.0,37.5,1
sarjapur  road,1342.0,2.0,70.0,2
sarjapur,649.5,1.0,17.535,1
other,801.0,1.0,33.645,1
other,1693.0,3.0,108.0,3
marathahalli,1019.0,2.0,49.86,2
raja rajeshwari nagar,1260.0,2.0,67.39,2
malleshwaram,1410.0,2.0,125.0,2
nagarbhavi,1400.0,2.0,135.0,3
other,1839.0,3.0,160.0,3
7th phase jp nagar,1190.0,2.0,49.98,2
yelahanka new town,500.0,2.0,24.0,1
old airport road,1184.0,2.0,78.0,2
kanakpura road,525.0,1.0,26.25,1
other,1500.0,4.0,110.0,4
electronics city phase 1,1515.0,2.0,80.91,3
7th phase jp nagar,1120.0,2.0,65.0,2
whitefield,1150.0,2.0,90.0,2
sector 7 hsr layout,1760.0,3.0,185.0,3
horamavu agara,1265.0,2.0,65.0,3
electronics city phase 1,580.0,1.0,27.0,1
hennur,2400.0,3.0,135.0,3
1st block jayanagar,2450.0,4.0,368.0,4
raja rajeshwari nagar,1255.0,2.0,42.54,2
narayanapura,1566.0,3.0,83.3,3
ramagondanahalli,1610.0,2.0,112.0,3
other,1350.0,4.0,160.0,4
raja rajeshwari nagar,1210.0,2.0,45.0,2
kaggadasapura,1132.0,2.0,42.0,2
ngr layout,1022.0,2.0,45.9,2
ardendale,1750.0,3.0,100.0,3
epip zone,1860.0,3.0,130.0,3
doddathoguru,1595.0,3.0,62.0,3
whitefield,1200.0,2.0,70.0,2
other,1265.0,2.0,68.0,2
electronic city phase ii,1125.0,2.0,32.49,2
hulimavu,1011.0,2.0,38.0,2
anekal,625.0,1.0,25.0,2
other,1875.0,3.0,165.0,3
other,650.0,1.0,26.0,1
panathur,1688.0,3.0,118.0,3
1st block jayanagar,1875.0,2.0,235.0,3
marathahalli,1215.0,2.0,58.86,2
other,1260.0,1.0,41.0,1
other,1030.0,2.0,61.0,2
whitefield,905.0,1.0,52.0,1
bannerghatta road,1000.0,2.0,44.5,2
hebbal,1088.0,2.0,61.45,2
hennur road,1065.0,2.0,42.6,2
sarjapur  road,1233.0,2.0,77.65,2
whitefield,1850.0,3.0,150.0,3
ramagondanahalli,1251.0,2.0,47.4,2
other,1201.0,2.0,65.0,2
haralur road,1027.0,2.0,44.0,2
bannerghatta road,912.0,2.0,55.0,2
whitefield,1660.0,3.0,110.0,3
jalahalli,790.0,2.0,49.5,2
begur road,1215.0,2.0,43.13,2
thigalarapalya,1418.0,2.0,104.0,2
nagarbhavi,1350.0,3.0,150.0,3
amruthahalli,1202.0,2.0,65.0,2
other,1800.0,3.0,140.0,3
electronic city,530.0,1.0,13.5,1
yelahanka,1614.0,3.0,95.0,3
hsr layout,1650.0,3.0,110.0,3
other,800.0,1.0,32.0,1
hennur,1255.0,2.0,55.5,2
marathahalli,1205.0,2.0,75.0,2
isro layout,1000.0,2.0,60.0,2
kaggalipura,700.0,1.0,35.0,1
hennur road,1182.0,2.0,82.5,2
uttarahalli,1200.0,3.0,50.0,3
marathahalli,2500.0,5.0,175.0,4
hennur road,1450.0,3.0,88.6,3
other,425.0,1.0,15.0,1
domlur,1246.0,2.0,95.0,2
hsr layout,1185.0,2.0,60.0,2
other,2750.0,6.0,200.0,6
kanakpura road,525.0,1.0,26.0,1
2nd stage nagarbhavi,1500.0,3.0,230.0,4
kundalahalli,1397.0,3.0,105.0,3
pai layout,1075.0,2.0,35.0,2
other,1850.0,3.0,175.0,6
panathur,1065.0,2.0,58.0,2
whitefield,5400.0,5.0,475.0,4
other,2080.0,2.0,150.0,2
bommasandra,1260.0,3.0,49.36,3
ambedkar nagar,1409.0,2.0,95.0,2
parappana agrahara,1194.0,2.0,47.0,2
other,750.0,2.0,50.0,1
kodichikkanahalli,1190.0,2.0,57.0,3
mysore road,1710.0,4.0,91.31,3
attibele,850.0,1.0,25.0,2
banashankari,1020.0,2.0,42.83,2
kr puram,866.28,2.0,36.38,2
kanakpura road,1050.0,2.0,59.0,3
8th phase jp nagar,1100.0,2.0,35.0,2
electronic city,1400.0,3.0,90.0,3
other,2350.0,3.0,210.0,3
rajiv nagar,2340.0,5.0,129.0,4
pai layout,1068.0,2.0,48.0,2
marathahalli,1125.0,2.0,54.8,2
bellandur,924.0,2.0,35.11,2
kr puram,1015.0,2.0,43.0,2
billekahalli,1360.0,2.0,110.0,2
hosa road,1360.0,2.0,77.61,2
sarjapur,2238.0,3.0,140.0,3
malleshwaram,2475.0,4.0,337.0,3
hoodi,3385.0,4.0,220.0,4
haralur road,1850.0,3.0,120.0,3
other,1464.0,2.0,115.0,3
mico layout,1550.0,2.0,65.0,3
banashankari,1600.0,2.0,63.98,2
ambedkar nagar,1862.0,3.0,119.0,3
yeshwanthpur,673.0,1.0,36.85,1
whitefield,1639.5,3.0,92.63,3
banashankari,1400.0,2.0,78.0,3
indira nagar,2070.0,3.0,225.0,3
haralur road,1243.0,2.0,46.0,2
other,1680.0,3.0,135.0,3
jakkur,1798.0,3.0,110.0,3
other,1244.0,2.0,95.0,2
rayasandra,1458.0,3.0,60.0,3
yeshwanthpur,665.0,1.0,36.85,1
begur road,1200.0,2.0,46.8,2
raja rajeshwari nagar,1100.0,2.0,50.0,2
sarjapur,1285.0,2.0,68.0,3
electronic city phase ii,1140.0,2.0,28.5,2
other,1645.0,3.0,95.0,3
lakshminarayana pura,1210.0,2.0,75.0,2
dommasandra,999.0,2.0,32.9,2
kasavanhalli,1121.0,2.0,78.0,2
rachenahalli,1050.0,2.0,52.07,2
bharathi nagar,1328.0,2.0,69.0,2
haralur road,1225.0,2.0,67.38,2
other,1530.0,2.0,97.0,3
epip zone,1343.0,2.0,86.0,2
vasanthapura,1135.0,2.0,39.73,2
uttarahalli,900.0,2.0,35.0,2
begur road,1215.0,2.0,43.75,2
hennur,1255.0,2.0,58.0,2
electronic city phase ii,1000.0,2.0,25.0,2
whitefield,1820.0,3.0,140.0,3
gollarapalya hosahalli,861.0,2.0,34.5,2
other,933.0,2.0,55.0,2
hulimavu,1260.0,2.0,82.0,3
other,1560.0,5.0,145.0,5
whitefield,4000.0,4.0,330.0,4
sanjay nagar,1100.0,2.0,98.0,2
giri nagar,1350.0,3.0,240.0,3
other,1200.0,2.0,75.6,3
other,1190.0,2.0,100.0,2
other,1400.0,3.0,90.0,3
vijayanagar,989.0,2.0,60.0,2
other,2820.0,3.0,285.0,3
hormavu,965.0,2.0,37.15,2
other,1650.0,3.0,175.0,3
banashankari,1426.0,3.0,85.0,3
varthur,1055.0,2.0,45.35,2
cooke town,2560.0,4.0,310.0,3
electronic city,1360.0,2.0,71.0,3
other,1280.0,2.0,75.0,2
other,1125.0,2.0,75.0,2
talaghattapura,1804.0,3.0,127.0,3
kudlu gate,1919.0,3.0,121.0,3
mahadevpura,1137.0,2.0,53.4,2
ramagondanahalli,1251.0,2.0,46.0,2
raja rajeshwari nagar,1070.0,2.0,50.0,2
whitefield,840.0,1.0,57.0,1
jalahalli,1045.0,2.0,76.77,2
other,1200.0,4.0,135.0,4
ananth nagar,500.0,1.0,14.0,1
tumkur road,1441.0,2.0,95.0,3
hsr layout,1750.0,3.0,95.0,3
banashankari stage v,1315.0,2.0,49.0,3
vidyaranyapura,1100.0,2.0,41.0,2
channasandra,1200.0,3.0,67.77,3
magadi road,1052.0,2.0,60.0,3
doddathoguru,1015.0,2.0,33.5,2
hosur road,1194.0,2.0,71.64,2
frazer town,896.0,1.0,100.0,1
other,1840.0,3.0,155.0,3
horamavu agara,980.0,2.0,38.19,2
budigere,1820.0,3.0,93.0,3
raja rajeshwari nagar,1306.0,2.0,44.17,2
jp nagar,2400.0,3.0,196.0,3
sarjapur,1600.0,3.0,75.0,3
hennur,1160.0,2.0,49.0,2
kudlu,1092.0,2.0,44.0,2
electronic city phase ii,1900.0,3.0,97.0,4
haralur road,1194.0,2.0,46.0,2
ramamurthy nagar,1101.0,2.0,50.0,2
neeladri nagar,674.0,1.0,21.0,1
whitefield,5000.0,4.0,400.0,4
electronic city,1563.0,3.0,91.84,3
hennur,1345.0,2.0,69.0,3
sarjapur,1240.0,2.0,43.1,2
electronic city phase ii,1065.0,2.0,30.76,2
